index,image,x,y,z
218,000218_1773736760906742119.png,-1.3626977473726942,-0.0018069467565220432,3.64095073589984
219,000219_1773736761301532726.png,-1.4239460796267243,0.017713185939260856,3.5118193268141416
220,000220_1773736761701776234.png,-1.5029219668659812,0.042389618106432436,3.3376885547933526
221,000221_1773736762192612568.png,-1.602733024066958,0.07657996018584451,3.1233823059704573
222,000222_1773736762580753144.png,-1.6820190024262223,0.10381696472641738,2.947054785199497
223,000223_1773736762999773966.png,-1.773860079858474,0.1360327081325307,2.751585100948323
224,000224_1773736763496411603.png,-1.8584305688514289,0.17089207866139297,2.496494778902072
225,000225_1773736763902864829.png,-1.898821396023835,0.1898766905688013,2.367843953578165
226,000226_1773736764295220464.png,-1.9451187496173472,0.21279220945807503,2.2084107769219883
227,000227_1773736764661532130.png,-1.9925298692336808,0.2290766804924216,2.096612714802183
228,000228_1773736765070798048.png,-2.081618476434071,0.26102296797693036,1.8939433593452766
229,000229_1773736765455407905.png,-2.140277527392451,0.28465279064934257,1.7386780271725466
230,000230_1773736765854730678.png,-2.181561033224291,0.2994137843628936,1.6286047432284043
231,000231_1773736766251430996.png,-2.230833519733385,0.3167172237494616,1.5106460103215444
232,000232_1773736766663719891.png,-2.2763561509824015,0.339268206291642,1.3587252469429805
233,000233_1773736767064277070.png,-2.3040234985679757,0.3520499847585519,1.2729980389992392
234,000234_1773736767431683755.png,-2.3656043777214815,0.37360359430026324,1.1252599968525763
235,000235_1773736767833959339.png,-2.437624064604591,0.39761883606711856,0.9534927738324516
